t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1620558028,0,0.000000,0.000000,0.000000,0.000000,events/second
1620558958,0,0,000000,0,000000,0,000000,0,000000,events/second
1620558988,1,0,016622,0,000000,0,000000,0,000000,events/second
1620559018,2,0,022183,0,000000,0,000000,0,000000,events/second
1620559048,2,0,016644,0,000000,0,000000,0,000000,events/second
1620559078,2,0,013319,0,000000,0,000000,0,000000,events/second
1620559108,2,0,011101,0,000000,0,000000,0,000000,events/second
1620559138,2,0,009517,0,000000,0,000000,0,000000,events/second
1620559168,2,0,008327,0,000000,0,000000,0,000000,events/second
1620559198,2,0,007403,0,000000,0,000000,0,000000,events/second
1620559228,2,0,006663,0,000000,0,000000,0,000000,events/second
1620559258,2,0,006058,0,000000,0,000000,0,000000,events/second
1620559288,2,0,005553,0,000000,0,000000,0,000000,events/second
1620559318,2,0,005126,0,000000,0,000000,0,000000,events/second
1620559348,2,0,004760,0,000000,0,000000,0,000000,events/second
1620559378,2,0,004443,0,000000,0,000000,0,000000,events/second
1620559408,2,0,004165,0,000000,0,000000,0,000000,events/second
1620559438,2,0,003920,0,000000,0,000000,0,000000,events/second
1620559468,2,0,003703,0,000000,0,000000,0,000000,events/second
1620559498,2,0,003508,0,000000,0,000000,0,000000,events/second
1620559528,2,0,003332,0,000000,0,000000,0,000000,events/second
1620559558,2,0,003174,0,000000,0,000000,0,000000,events/second
1620559588,2,0,003030,0,000000,0,000000,0,000000,events/second
1620559618,2,0,002898,0,000000,0,000000,0,000000,events/second
1620559648,2,0,002777,0,000000,0,000000,0,000000,events/second
1620559678,2,0,002666,0,000000,0,000000,0,000000,events/second
1620559708,2,0,002564,0,000000,0,000000,0,000000,events/second
1620559738,3,0,003703,0,000000,0,000000,0,000000,events/second
1620559768,4,0,004761,0,000000,0,000000,0,000000,events/second
1620559798,9,0,010343,0,000000,0,000000,0,000000,events/second
1620559828,11,0,012220,0,000000,0,000000,0,000000,events/second
1620559858,12,0,012901,0,000000,0,000000,0,000000,events/second
1620559888,14,0,014581,0,000000,0,000000,0,000000,events/second
1620559918,15,0,015149,0,000000,0,000000,0,000000,events/second
1620559948,17,0,016664,0,000000,0,000000,0,000000,events/second
1620559978,18,0,017140,0,000000,0,000000,0,000000,events/second
1620560008,19,0,017590,0,000000,0,000000,0,000000,events/second
1620560038,21,0,018916,0,000000,0,000000,0,000000,events/second
1620560068,22,0,019295,0,000000,0,000000,0,000000,events/second
1620560098,24,0,020510,0,000000,0,000000,0,000000,events/second
1620560128,25,0,020831,0,000000,0,000000,0,000000,events/second
1620560158,26,0,021136,0,000000,0,000000,0,000000,events/second
1620560188,28,0,022219,0,000000,0,000000,0,000000,events/second
1620560218,29,0,022478,0,000000,0,000000,0,000000,events/second
1620560248,31,0,023482,0,000000,0,000000,0,000000,events/second
1620560278,32,0,023701,0,000000,0,000000,0,000000,events/second
1620560308,34,0,024635,0,000000,0,000000,0,000000,events/second
1620560338,35,0,024820,0,000000,0,000000,0,000000,events/second
1620560368,37,0,025692,0,000000,0,000000,0,000000,events/second
1620560398,38,0,025848,0,000000,0,000000,0,000000,events/second
1620560428,40,0,026664,0,000000,0,000000,0,000000,events/second
1620560458,41,0,026794,0,000000,0,000000,0,000000,events/second
1620560488,43,0,027561,0,000000,0,000000,0,000000,events/second
1620560518,44,0,027670,0,000000,0,000000,0,000000,events/second
1620560548,46,0,028392,0,000000,0,000000,0,000000,events/second
1620560578,47,0,028482,0,000000,0,000000,0,000000,events/second
1620560608,48,0,028569,0,000000,0,000000,0,000000,events/second
1620560638,50,0,029237,0,000000,0,000000,0,000000,events/second
1620560668,51,0,029308,0,000000,0,000000,0,000000,events/second
1620560698,52,0,029376,0,000000,0,000000,0,000000,events/second
1620560728,53,0,029442,0,000000,0,000000,0,000000,events/second
1620560758,56,0,030598,0,000000,0,000000,0,000000,events/second
1620560788,58,0,031180,0,000000,0,000000,0,000000,events/second
1620560818,60,0,031743,0,000000,0,000000,0,000000,events/second
1620560848,62,0,032289,0,000000,0,000000,0,000000,events/second
1620560878,65,0,033330,0,000000,0,000000,0,000000,events/second
1620560908,66,0,033331,0,000000,0,000000,0,000000,events/second
1620560938,68,0,033828,0,000000,0,000000,0,000000,events/second
1620560968,69,0,033821,0,000000,0,000000,0,000000,events/second
1620560998,70,0,033814,0,000000,0,000000,0,000000,events/second
1620561028,71,0,033807,0,000000,0,000000,0,000000,events/second
1620561058,72,0,033800,0,000000,0,000000,0,000000,events/second
1620561088,72,0,033331,0,000000,0,000000,0,000000,events/second
1620561118,73,0,033331,0,000000,0,000000,0,000000,events/second
1620561148,73,0,032880,0,000000,0,000000,0,000000,events/second
1620561178,74,0,032886,0,000000,0,000000,0,000000,events/second
1620561208,76,0,033331,0,000000,0,000000,0,000000,events/second
1620561238,77,0,033331,0,000000,0,000000,0,000000,events/second
1620561268,79,0,033758,0,000000,0,000000,0,000000,events/second
1620561298,80,0,033753,0,000000,0,000000,0,000000,events/second
1620561328,82,0,034164,0,000000,0,000000,0,000000,events/second
1620561358,83,0,034154,0,000000,0,000000,0,000000,events/second
1620561388,85,0,034550,0,000000,0,000000,0,000000,events/second
1620561418,86,0,034536,0,000000,0,000000,0,000000,events/second
1620561448,88,0,034918,0,000000,0,000000,0,000000,events/second
1620561478,89,0,034900,0,000000,0,000000,0,000000,events/second
1620561508,89,0,034494,0,000000,0,000000,0,000000,events/second
1620561538,90,0,034481,0,000000,0,000000,0,000000,events/second
1620561568,90,0,034089,0,000000,0,000000,0,000000,events/second
1620561598,91,0,034080,0,000000,0,000000,0,000000,events/second
1620561628,91,0,033702,0,000000,0,000000,0,000000,events/second
1620561658,92,0,033698,0,000000,0,000000,0,000000,events/second
1620561688,92,0,033331,0,000000,0,000000,0,000000,events/second
1620561718,93,0,033331,0,000000,0,000000,0,000000,events/second
1620561748,93,0,032977,0,000000,0,000000,0,000000,events/second
1620561778,95,0,033331,0,000000,0,000000,0,000000,events/second
1620561808,95,0,032984,0,000000,0,000000,0,000000,events/second
1620561838,97,0,033331,0,000000,0,000000,0,000000,events/second
1620561868,97,0,032991,0,000000,0,000000,0,000000,events/second
1620561898,98,0,032995,0,000000,0,000000,0,000000,events/second
1620561928,98,0,032665,0,000000,0,000000,0,000000,events/second
1620561958,99,0,032672,0,000000,0,000000,0,000000,events/second
1620561988,99,0,032351,0,000000,0,000000,0,000000,events/second
1620562018,100,0,032361,0,000000,0,000000,0,000000,events/second
1620562048,100,0,032050,0,000000,0,000000,0,000000,events/second
1620562078,100,0,031744,0,000000,0,000000,0,000000,events/second
1620562108,100,0,031445,0,000000,0,000000,0,000000,events/second
1620562138,100,0,031151,0,000000,0,000000,0,000000,events/second
1620562168,100,0,030863,0,000000,0,000000,0,000000,events/second
1620562198,100,0,030580,0,000000,0,000000,0,000000,events/second
1620562228,100,0,030302,0,000000,0,000000,0,000000,events/second
