t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1620558028,60,1.988889,0.000000,0.000000,0.000000,events/second
1620558958,39,1,288499,0,000000,0,000000,0,000000,events/second
1620558988,51,0,849864,0,000000,0,000000,0,000000,events/second
1620559018,51,0,566640,0,000000,0,000000,0,000000,events/second
1620559048,51,0,424972,0,000000,0,000000,0,000000,events/second
1620559078,51,0,339979,0,000000,0,000000,0,000000,events/second
1620559108,51,0,283316,0,000000,0,000000,0,000000,events/second
1620559138,51,0,242850,0,000000,0,000000,0,000000,events/second
1620559168,51,0,212492,0,000000,0,000000,0,000000,events/second
1620559198,51,0,188888,0,000000,0,000000,0,000000,events/second
1620559228,51,0,170000,0,000000,0,000000,0,000000,events/second
1620559258,51,0,154540,0,000000,0,000000,0,000000,events/second
1620559288,51,0,141665,0,000000,0,000000,0,000000,events/second
1620559318,51,0,130768,0,000000,0,000000,0,000000,events/second
1620559348,58,0,138095,0,000000,0,000000,0,000000,events/second
1620559378,58,0,128886,0,000000,0,000000,0,000000,events/second
1620559408,58,0,120831,0,000000,0,000000,0,000000,events/second
1620559438,58,0,113725,0,000000,0,000000,0,000000,events/second
1620559468,58,0,107406,0,000000,0,000000,0,000000,events/second
1620559498,58,0,101755,0,000000,0,000000,0,000000,events/second
1620559528,58,0,096666,0,000000,0,000000,0,000000,events/second
1620559558,58,0,092063,0,000000,0,000000,0,000000,events/second
1620559588,58,0,087878,0,000000,0,000000,0,000000,events/second
1620559618,58,0,084058,0,000000,0,000000,0,000000,events/second
1620559648,58,0,080555,0,000000,0,000000,0,000000,events/second
1620559678,58,0,077334,0,000000,0,000000,0,000000,events/second
1620559708,58,0,074359,0,000000,0,000000,0,000000,events/second
1620559738,58,0,071604,0,000000,0,000000,0,000000,events/second
1620559768,58,0,069048,0,000000,0,000000,0,000000,events/second
1620559798,58,0,066666,0,000000,0,000000,0,000000,events/second
1620559828,58,0,064445,0,000000,0,000000,0,000000,events/second
1620559858,60,0,064516,0,000000,0,000000,0,000000,events/second
1620559888,60,0,062499,0,000000,0,000000,0,000000,events/second
1620559918,60,0,060606,0,000000,0,000000,0,000000,events/second
1620559948,60,0,058824,0,000000,0,000000,0,000000,events/second
1620559978,60,0,057143,0,000000,0,000000,0,000000,events/second
1620560008,60,0,055556,0,000000,0,000000,0,000000,events/second
1620560038,60,0,054054,0,000000,0,000000,0,000000,events/second
1620560068,60,0,052632,0,000000,0,000000,0,000000,events/second
1620560098,60,0,051282,0,000000,0,000000,0,000000,events/second
1620560128,60,0,050000,0,000000,0,000000,0,000000,events/second
1620560158,60,0,048780,0,000000,0,000000,0,000000,events/second
1620560188,60,0,047619,0,000000,0,000000,0,000000,events/second
1620560218,60,0,046512,0,000000,0,000000,0,000000,events/second
1620560248,60,0,045454,0,000000,0,000000,0,000000,events/second
1620560278,60,0,044444,0,000000,0,000000,0,000000,events/second
1620560308,60,0,043478,0,000000,0,000000,0,000000,events/second
1620560338,60,0,042553,0,000000,0,000000,0,000000,events/second
1620560368,64,0,044444,0,000000,0,000000,0,000000,events/second
1620560398,64,0,043537,0,000000,0,000000,0,000000,events/second
1620560428,64,0,042667,0,000000,0,000000,0,000000,events/second
1620560458,64,0,041830,0,000000,0,000000,0,000000,events/second
1620560488,64,0,041026,0,000000,0,000000,0,000000,events/second
1620560518,64,0,040251,0,000000,0,000000,0,000000,events/second
1620560548,64,0,039506,0,000000,0,000000,0,000000,events/second
1620560578,64,0,038788,0,000000,0,000000,0,000000,events/second
1620560608,64,0,038095,0,000000,0,000000,0,000000,events/second
1620560638,64,0,037427,0,000000,0,000000,0,000000,events/second
1620560668,64,0,036782,0,000000,0,000000,0,000000,events/second
1620560698,64,0,036158,0,000000,0,000000,0,000000,events/second
1620560728,64,0,035555,0,000000,0,000000,0,000000,events/second
1620560758,64,0,034973,0,000000,0,000000,0,000000,events/second
1620560788,66,0,035484,0,000000,0,000000,0,000000,events/second
1620560818,66,0,034921,0,000000,0,000000,0,000000,events/second
1620560848,66,0,034375,0,000000,0,000000,0,000000,events/second
1620560878,66,0,033846,0,000000,0,000000,0,000000,events/second
1620560908,66,0,033333,0,000000,0,000000,0,000000,events/second
1620560938,66,0,032836,0,000000,0,000000,0,000000,events/second
1620560968,66,0,032353,0,000000,0,000000,0,000000,events/second
1620560998,66,0,031884,0,000000,0,000000,0,000000,events/second
1620561028,66,0,031428,0,000000,0,000000,0,000000,events/second
1620561058,66,0,030986,0,000000,0,000000,0,000000,events/second
1620561088,66,0,030555,0,000000,0,000000,0,000000,events/second
1620561118,66,0,030137,0,000000,0,000000,0,000000,events/second
1620561148,66,0,029730,0,000000,0,000000,0,000000,events/second
1620561178,66,0,029333,0,000000,0,000000,0,000000,events/second
1620561208,66,0,028947,0,000000,0,000000,0,000000,events/second
1620561238,66,0,028571,0,000000,0,000000,0,000000,events/second
1620561268,66,0,028205,0,000000,0,000000,0,000000,events/second
1620561298,69,0,029114,0,000000,0,000000,0,000000,events/second
1620561328,69,0,028750,0,000000,0,000000,0,000000,events/second
1620561358,69,0,028395,0,000000,0,000000,0,000000,events/second
1620561388,69,0,028049,0,000000,0,000000,0,000000,events/second
